,36,17,0,36,17,0,36,15,0,21,10,0,42,14,0,21,9,0,29,8,0,16,3,0,30,16,24,30,8,1
,36,17,7,36,17,0,36,15,1,21,10,0,42,14,0,21,9,3,29,8,0,16,3,0,30,16,1,30,8,5
,37,17,31,36,17,1,36,15,0,21,10,3,42,14,0,21,9,10,29,8,0,16,3,0,30,16,2,31,8,16
,38,17,79,36,17,0,36,15,1,22,10,18,42,14,5,21,9,14,29,8,0,16,3,0,30,16,0,31,8,1
,39,18,182,37,17,16,36,15,0,22,10,13,42,14,7,21,9,7,29,8,0,16,3,0,30,16,0,31,8,0
,40,19,215,38,18,107,36,15,13,22,10,0,42,14,2,21,9,1,29,8,0,16,3,0,30,16,0,31,8,0
,41,20,171,39,19,152,37,15,27,22,10,0,42,14,2,21,9,1,29,8,0,16,3,0,30,16,1,31,8,2
,42,21,116,40,20,211,38,15,75,22,10,0,42,14,0,21,9,3,29,8,1,16,3,0,30,16,0,31,8,0
,43,21,73,41,21,163,39,16,111,22,10,0,42,14,0,21,9,0,29,8,1,16,3,0,30,16,0,31,8,0
,44,21,27,42,21,93,40,17,118,22,10,6,42,14,2,22,9,26,29,8,0,16,3,0,30,16,1,31,8,0
,44,21,14,43,21,37,41,18,146,23,10,17,42,14,1,23,9,98,29,8,0,16,3,0,30,16,0,31,8,0
,44,21,4,43,21,12,42,19,126,24,11,101,42,14,0,24,10,146,29,8,1,16,3,0,30,16,0,31,8,1
,44,21,5,43,21,4,43,19,80,25,12,170,42,14,0,25,11,164,29,8,0,16,3,0,30,16,0,31,8,0
,44,21,7,43,21,0,44,19,32,26,13,177,42,14,0,26,12,124,29,8,1,16,3,0,30,16,0,31,8,1
,44,21,6,43,21,1,45,19,19,27,14,154,42,14,0,27,12,63,29,8,0,16,3,3,30,16,1,31,8,0
,44,21,2,43,21,0,46,19,28,28,14,92,42,14,0,28,12,23,29,8,0,17,3,21,30,16,0,31,8,0
,44,21,2,43,21,1,47,19,22,29,14,34,42,14,2,28,12,8,29,8,1,18,3,98,30,16,0,31,8,1
,44,21,1,43,21,0,47,19,6,29,14,6,42,14,1,28,12,0,29,8,1,19,4,163,30,16,1,31,8,2
,44,21,0,43,21,0,47,19,2,29,14,3,42,14,0,28,12,0,29,8,8,20,5,201,30,16,0,31,8,0
,44,21,0,43,21,0,47,19,1,29,14,1,42,14,2,28,12,0,30,8,44,21,6,158,30,16,0,31,8,0
,44,21,0,43,21,0,48,19,23,29,14,0,42,14,0,28,12,0,31,9,128,22,7,115,30,16,0,31,8,1
,44,21,0,43,21,0,49,19,47,29,14,1,42,14,5,28,12,0,32,10,201,23,7,49,30,16,0,31,8,0
,44,21,1,43,21,0,50,19,53,29,14,1,43,14,28,28,12,0,33,11,187,24,7,20,30,16,1,31,8,0
,44,21,1,43,21,0,51,19,50,29,14,0,44,14,44,28,12,0,34,12,131,24,7,6,30,16,0,31,8,0
,44,21,0,43,21,0,52,19,44,29,14,0,45,15,105,28,12,1,35,12,71,24,7,2,30,16,0,31,8,2
,44,21,0,43,21,1,53,19,75,29,14,0,46,16,151,28,12,0,36,12,23,24,7,0,30,16,0,31,8,3
,44,21,1,43,21,1,54,20,115,29,14,0,47,17,140,28,12,0,36,12,4,24,7,1,30,16,1,31,8,0
,44,21,1,43,21,1,55,20,99,29,14,5,48,18,116,28,12,0,36,12,1,24,7,0,30,16,0,31,8,1
,44,21,1,43,21,0,56,20,79,29,14,0,49,18,62,28,12,0,36,12,0,24,7,0,31,16,21,31,8,0
,44,21,0,43,21,2,57,20,52,29,14,1,49,18,13,28,12,0,36,12,0,24,7,7,32,16,61,31,8,1
,44,21,0,43,21,0,58,20,28,29,14,1,49,18,0,28,12,0,36,12,1,24,7,11,33,17,125,31,8,1
,44,21,0,43,21,1,59,20,19,29,14,2,49,18,0,28,12,0,36,12,0,24,7,5,34,18,188,31,8,0
,44,21,0,43,21,1,59,20,6,29,14,0,49,18,1,28,12,0,36,12,0,24,7,2,35,19,146,31,8,0
,44,21,1,43,21,11,59,20,2,29,14,0,49,18,1,28,12,1,37,12,32,24,7,1,36,19,86,31,8,2
,44,21,7,43,21,10,59,20,1,29,14,1,49,18,0,28,12,1,38,12,73,24,7,0,37,19,65,31,8,0
,45,21,32,43,21,7,59,20,0,29,14,2,49,18,0,28,12,1,39,13,141,24,7,0,38,19,33,31,8,0
,46,21,62,44,21,40,59,20,1,29,14,3,49,18,0,28,12,1,40,14,160,24,7,0,39,19,23,31,8,0
,47,22,118,45,21,76,59,20,1,29,14,3,49,18,1,28,12,3,41,15,153,24,7,1,39,19,0,31,8,1
,48,23,198,46,22,148,59,20,0,29,14,0,50,18,35,29,12,44,42,16,108,24,7,0,39,19,0,31,8,0
,49,24,152,47,23,181,59,20,3,29,14,0,51,18,43,30,12,89,43,16,56,24,7,0,39,19,0,31,8,1
,50,25,105,48,24,148,59,20,2,29,14,0,52,18,27,31,13,165,44,16,26,24,7,12,39,19,0,31,8,0
,51,25,50,49,24,95,59,20,0,29,14,1,53,18,39,32,14,148,44,16,5,25,7,25,39,19,0,31,8,1
,51,25,13,50,24,33,59,20,2,29,14,0,54,18,82,33,14,96,44,16,2,26,7,74,39,19,0,31,8,0
,51,25,3,50,24,7,59,20,1,29,14,2,55,19,119,34,14,58,44,16,1,27,8,134,39,19,0,31,8,0
,51,25,7,50,24,0,59,20,0,29,14,7,56,20,103,35,14,30,44,16,0,28,9,188,39,19,0,31,8,0
,51,25,12,50,24,0,59,20,0,29,14,2,57,20,67,36,14,28,44,16,0,29,10,147,39,19,0,31,8,0
,51,25,13,50,24,4,59,20,1,29,14,1,58,20,28,36,14,15,44,16,0,30,10,100,39,19,1,31,8,1
,51,25,2,50,24,14,59,20,0,29,14,1,59,20,27,36,14,1,44,16,6,31,10,31,39,19,1,31,8,0
,51,25,1,51,24,24,59,20,3,29,14,0,60,20,23,36,14,0,45,16,18,31,10,3,39,19,0,31,8,0
,51,25,1,51,24,9,59,20,2,29,14,1,60,20,7,36,14,0,46,16,82,31,10,1,39,19,0,31,8,2
,51,25,1,52,24,18,59,20,1,29,14,0,60,20,0,36,14,0,47,17,130,31,10,0,39,19,0,31,8,0
,51,25,1,53,24,39,59,20,0,29,14,0,60,20,0,36,14,1,48,18,147,31,10,0,39,19,1,31,8,0
,51,25,0,54,24,87,59,20,0,29,14,1,60,20,2,36,14,0,49,19,141,31,10,1,39,19,2,31,8,0
,51,25,1,55,25,121,59,20,0,29,14,1,60,20,1,36,14,0,50,19,99,31,10,1,39,19,0,31,8,0
,52,25,17,56,26,142,59,20,0,29,14,0,60,20,0,36,14,0,51,19,52,31,10,1,39,19,0,31,8,2
,53,25,49,57,27,119,59,20,0,29,14,0,60,20,5,36,14,0,52,19,26,31,10,0,39,19,0,31,8,0
,54,25,78,58,27,66,60,20,33,29,14,0,60,20,7,36,14,0,52,19,13,31,10,0,39,19,0,31,8,0
,55,26,161,59,27,34,61,20,86,29,14,3,60,20,0,36,14,0,52,19,7,31,10,0,39,19,0,31,8,0
,56,27,161,59,27,15,62,21,183,29,14,1,60,20,0,36,14,0,52,19,1,31,10,0,39,19,8,31,8,0
,57,28,121,59,27,5,63,22,198,29,14,0,60,20,0,36,14,1,52,19,0,31,10,0,40,19,37,31,8,0
,58,28,71,59,27,1,64,23,154,29,14,0,60,20,0,37,14,16,52,19,0,31,10,2,41,19,71,31,8,0
,59,28,42,59,27,1,65,23,95,29,14,0,60,20,6,38,14,81,52,19,0,31,10,1,42,19,86,31,8,0
,60,28,24,59,27,0,66,23,34,29,14,1,60,20,0,39,15,109,52,19,0,31,10,0,43,20,135,31,8,0
,61,28,19,59,27,1,66,23,9,29,14,1,60,20,0,40,16,183,52,19,0,31,10,0,44,21,141,31,8,2
,61,28,4,59,27,0,66,23,1,29,14,0,60,20,1,41,17,143,52,19,0,31,10,0,45,22,107,31,8,0
,61,28,3,59,27,0,66,23,0,29,14,0,60,20,0,42,17,93,52,19,0,31,10,1,46,22,60,31,8,0
,61,28,7,59,27,0,66,23,0,29,14,0,60,20,1,43,17,36,52,19,0,31,10,3,46,22,7,31,8,11
,61,28,0,59,27,0,66,23,0,29,14,2,60,20,1,43,17,12,52,19,2,31,10,1,46,22,2,32,8,26
,61,28,1,59,27,0,66,23,1,29,14,2,60,20,1,44,17,20,53,19,19,31,10,2,46,22,3,33,8,25
,61,28,0,59,27,0,66,23,0,29,14,4,60,20,1,45,17,29,54,19,60,31,10,1,46,22,3,34,8,71
,61,28,1,59,27,0,66,23,7,29,14,0,60,20,0,45,17,15,55,20,157,31,10,0,47,22,24,35,9,104
,61,28,0,59,27,0,66,23,2,29,14,0,60,20,4,45,17,1,56,21,199,31,10,0,48,22,53,36,10,125
,62,28,21,59,27,0,66,23,2,29,14,1,61,20,26,45,17,1,57,22,168,31,10,0,49,22,57,37,10,83
,63,29,103,59,27,2,66,23,2,29,14,0,62,20,46,45,17,0,58,23,115,31,10,0,50,22,49,38,10,41
,64,30,214,59,27,0,66,23,0,30,14,18,63,21,132,45,17,0,59,23,47,31,10,0,50,22,14,38,10,5
,65,31,218,59,27,0,66,23,1,31,14,70,64,22,191,45,17,6,59,23,14,31,10,1,50,22,0,38,10,1
,66,32,175,59,27,0,66,23,2,32,15,125,65,23,167,45,17,7,59,23,7,31,10,0,50,22,2,38,10,0
,67,33,128,59,27,3,66,23,1,33,16,170,66,24,120,46,17,73,59,23,5,31,10,1,50,22,2,38,10,2
,68,33,68,60,27,36,66,23,2,34,17,139,67,24,59,47,18,130,59,23,0,31,10,0,50,22,0,38,10,1
,69,33,17,61,27,91,67,23,16,35,17,87,67,24,15,48,19,138,59,23,0,31,10,7,50,22,0,38,10,0
,69,33,0,62,28,156,68,23,53,36,17,37,67,24,3,49,20,145,59,23,0,31,10,6,50,22,0,38,10,0
,69,33,0,63,29,194,69,24,131,37,17,31,67,24,4,50,21,110,59,23,0,31,10,1,50,22,0,38,10,0
,69,33,1,64,30,140,70,25,215,37,17,13,67,24,1,51,21,42,59,23,2,31,10,0,50,22,0,38,10,0
,69,33,0,65,31,108,71,26,193,37,17,0,67,24,2,51,21,14,59,23,3,31,10,0,50,22,1,38,10,2
,69,33,0,66,31,63,72,27,147,37,17,0,67,24,0,51,21,1,59,23,1,31,10,8,50,22,3,38,10,0
,69,33,0,66,31,7,73,28,104,37,17,0,67,24,2,51,21,1,59,23,1,32,10,55,50,22,0,38,10,1
,69,33,3,66,31,2,74,28,51,37,17,0,67,24,2,51,21,0,59,23,0,33,10,71,50,22,0,38,10,0
,69,33,1,66,31,1,75,28,20,37,17,0,67,24,1,51,21,0,59,23,0,34,11,112,50,22,0,38,10,0
,69,33,0,66,31,0,75,28,0,37,17,0,67,24,5,51,21,0,59,23,0,35,12,151,50,22,0,38,10,1
,69,33,0,66,31,1,75,28,0,37,17,0,67,24,5,51,21,0,59,23,6,36,13,125,50,22,0,38,10,1
,69,33,0,66,31,1,75,28,2,37,17,0,67,24,0,51,21,1,60,23,29,37,13,78,50,22,0,38,10,0
,69,33,0,66,31,0,75,28,0,37,17,0,67,24,0,51,21,0,61,23,41,38,13,36,50,22,0,38,10,1
