,149,73,180,130,65,1,154,65,2,110,39,1,126,50,0,118,46,0,122,45,1,95,37,0,108,42,0,106,29,1
,150,74,138,130,65,0,154,65,1,110,39,0,126,50,1,118,46,0,122,45,0,95,37,0,108,42,0,106,29,2
,151,74,75,130,65,0,154,65,2,110,39,0,127,50,16,118,46,0,122,45,0,95,37,2,108,42,1,106,29,2
,152,74,35,130,65,0,154,65,0,110,39,1,128,50,27,118,46,3,122,45,0,95,37,0,108,42,1,106,29,0
,152,74,7,130,65,0,154,65,0,110,39,0,129,50,52,118,46,1,122,45,1,95,37,0,108,42,0,106,29,0
,152,74,0,130,65,0,154,65,1,110,39,0,130,50,83,119,46,32,122,45,1,95,37,1,108,42,0,106,29,1
,152,74,1,130,65,0,154,65,2,110,39,0,131,51,136,120,46,93,122,45,0,95,37,1,108,42,0,106,29,0
,152,74,1,130,65,0,154,65,3,110,39,0,132,52,144,121,47,139,122,45,1,95,37,0,108,42,0,106,29,0
,152,74,0,130,65,0,154,65,1,110,39,1,133,53,109,122,48,134,122,45,9,95,37,0,108,42,0,106,29,0
,152,74,0,130,65,0,154,65,0,110,39,1,134,53,58,123,49,113,123,45,25,95,37,0,108,42,0,106,29,2
,152,74,0,130,65,0,154,65,13,110,39,0,135,53,22,124,49,58,124,45,41,95,37,0,108,42,0,106,29,0
,152,74,1,130,65,0,155,65,25,110,39,1,135,53,6,125,49,19,125,45,74,95,37,0,108,42,0,106,29,0
,152,74,1,130,65,1,156,65,50,110,39,0,135,53,1,125,49,14,126,45,95,95,37,0,108,42,0,106,29,0
,152,74,1,131,65,25,157,66,123,110,39,0,135,53,0,126,49,24,127,46,141,95,37,0,108,42,9,106,29,1
,152,74,2,132,65,51,158,67,170,110,39,1,135,53,1,127,49,22,128,47,112,95,37,0,109,42,26,106,29,0
,152,74,3,133,66,101,159,68,165,110,39,1,135,53,0,127,49,5,129,47,78,95,37,1,110,42,26,106,29,0
,153,74,21,134,67,182,160,69,113,110,39,1,135,53,0,127,49,0,130,47,37,95,37,1,111,42,18,106,29,9
,153,74,8,135,68,173,161,69,72,110,39,0,135,53,0,127,49,1,130,47,9,96,37,40,112,42,76,106,29,7
,153,74,0,136,69,148,162,69,35,110,39,0,135,53,1,127,49,1,130,47,9,97,37,86,113,43,139,106,29,12
,153,74,1,137,69,100,163,69,19,110,39,0,135,53,1,127,49,1,130,47,10,98,38,118,114,44,152,106,29,2
,153,74,0,138,69,55,163,69,9,110,39,0,135,53,0,127,49,0,130,47,11,99,39,154,115,45,123,106,29,1
,153,74,0,138,69,15,163,69,0,110,39,0,135,53,0,127,49,0,130,47,1,100,40,123,116,45,73,106,29,1
,153,74,1,138,69,2,163,69,0,110,39,0,135,53,0,127,49,0,130,47,0,101,40,76,116,45,15,106,29,1
,153,74,1,138,69,2,163,69,1,110,39,1,135,53,0,127,49,0,130,47,1,102,40,22,116,45,5,106,29,0
,153,74,12,138,69,4,163,69,0,110,39,0,135,53,2,127,49,0,130,47,10,103,40,32,116,45,3,106,29,2
,154,74,29,138,69,4,163,69,2,110,39,0,135,53,7,127,49,0,130,47,12,103,40,14,116,45,2,106,29,8
,155,74,52,138,69,9,163,69,9,110,39,0,136,53,24,127,49,2,130,47,2,103,40,5,116,45,14,106,29,0
,156,74,94,138,69,6,164,69,30,111,39,19,136,53,11,127,49,5,130,47,1,103,40,7,117,45,16,106,29,0
,157,75,198,138,69,1,165,69,27,112,39,55,137,53,30,127,49,0,130,47,1,103,40,0,117,45,2,106,29,0
,158,76,159,138,69,0,166,69,63,113,40,118,138,53,21,127,49,0,130,47,0,103,40,1,117,45,0,106,29,1
,159,77,121,138,69,0,167,69,70,114,41,150,138,53,11,127,49,13,130,47,0,103,40,1,117,45,0,106,29,0
,160,77,76,138,69,0,168,69,93,115,42,151,139,53,76,128,49,79,130,47,1,103,40,0,117,45,0,106,29,2
,161,77,36,138,69,4,169,70,123,116,43,111,140,54,118,129,50,167,130,47,0,103,40,0,117,45,0,106,29,0
,162,77,31,138,69,0,170,70,95,117,43,58,141,55,133,130,51,194,130,47,0,103,40,1,117,45,1,106,29,1
,163,77,17,138,69,1,171,70,48,118,43,22,142,56,114,131,52,172,130,47,1,103,40,0,117,45,0,106,29,1
,163,77,4,138,69,0,171,70,12,118,43,0,143,56,57,132,53,120,130,47,0,103,40,1,117,45,0,106,29,0
,163,77,0,138,69,0,171,70,8,118,43,1,144,56,18,133,53,46,130,47,1,103,40,1,117,45,1,107,29,22
,163,77,2,138,69,1,171,70,4,118,43,0,144,56,1,133,53,6,130,47,0,103,40,0,117,45,0,108,29,64
,163,77,0,138,69,1,171,70,0,118,43,4,144,56,0,133,53,0,130,47,1,103,40,0,117,45,0,109,30,135
,163,77,0,138,69,1,171,70,0,118,43,1,144,56,1,133,53,0,130,47,0,103,40,0,117,45,0,110,31,189
,163,77,0,138,69,5,171,70,0,118,43,0,144,56,2,133,53,0,130,47,1,103,40,0,118,45,27,111,32,140
,163,77,0,139,69,57,171,70,0,118,43,0,144,56,0,133,53,5,130,47,1,103,40,0,119,46,123,112,32,93
,163,77,0,140,69,95,171,70,14,118,43,0,144,56,0,133,53,7,130,47,0,103,40,0,120,47,213,113,32,44
,163,77,0,141,70,156,171,70,1,118,43,2,144,56,5,133,53,0,130,47,2,103,40,0,121,48,204,113,32,4
,163,77,0,142,71,184,171,70,0,118,43,2,144,56,13,133,53,0,130,47,2,103,40,0,122,49,162,113,32,2
,163,77,0,143,72,128,171,70,0,118,43,2,144,56,2,133,53,1,130,47,0,103,40,0,123,50,112,113,32,0
,163,77,0,144,72,77,171,70,0,118,43,1,144,56,1,133,53,0,130,47,2,103,40,1,124,50,59,113,32,2
,163,77,0,145,72,37,171,70,0,118,43,1,144,56,0,133,53,0,130,47,2,103,40,0,124,50,6,113,32,2
,163,77,0,145,72,11,171,70,0,118,43,4,144,56,0,133,53,0,130,47,2,103,40,0,124,50,1,113,32,11
,163,77,0,146,72,31,171,70,0,118,43,1,144,56,0,133,53,1,130,47,0,103,40,0,124,50,0,113,32,11
,163,77,1,146,72,15,171,70,1,118,43,0,144,56,1,133,53,1,130,47,0,103,40,0,124,50,0,114,32,20
,163,77,0,146,72,1,171,70,0,118,43,0,144,56,0,134,53,16,130,47,0,103,40,0,124,50,6,115,32,20
,163,77,0,146,72,0,171,70,1,118,43,6,144,56,0,134,53,3,130,47,0,103,40,0,124,50,10,115,32,0
,163,77,1,146,72,2,171,70,0,119,43,31,144,56,0,134,53,0,130,47,2,103,40,11,125,50,16,115,32,8
,164,77,28,146,72,2,171,70,1,120,43,52,144,56,0,134,53,1,130,47,1,104,40,47,125,50,9,116,32,31
,165,77,63,147,72,22,171,70,1,121,43,70,144,56,0,134,53,1,130,47,0,105,40,99,125,50,4,117,32,62
,166,78,161,148,72,38,171,70,0,122,44,145,144,56,4,134,53,1,130,47,0,106,41,184,125,50,1,118,32,88
,167,79,223,149,72,82,171,70,4,123,45,140,144,56,0,134,53,0,130,47,1,107,42,162,125,50,3,119,33,104
,168,80,174,150,73,121,171,70,7,124,46,102,144,56,0,134,53,0,130,47,0,108,43,102,125,50,15,120,33,96
,169,81,105,151,74,114,172,71,103,125,46,71,144,56,2,134,53,0,130,47,0,109,43,46,125,50,1,121,33,59
,170,81,61,152,74,62,173,72,195,126,46,25,145,56,16,134,53,0,130,47,1,109,43,8,125,50,0,122,33,38
,170,81,7,153,74,16,174,73,231,126,46,4,146,56,17,134,53,1,130,47,0,109,43,0,125,50,1,122,33,8
,170,81,0,153,74,2,175,74,191,126,46,9,147,56,80,134,53,1,130,47,1,109,43,0,125,50,1,122,33,0
,170,81,1,153,74,0,176,75,133,126,46,0,148,57,126,134,53,5,130,47,1,109,43,0,125,50,1,122,33,0
,170,81,0,153,74,0,177,75,74,126,46,0,149,58,125,134,53,11,130,47,1,109,43,2,125,50,0,122,33,1
,170,81,0,153,74,2,178,75,33,126,46,0,150,59,101,134,53,2,130,47,0,109,43,2,125,50,5,122,33,1
,170,81,0,153,74,9,178,75,8,126,46,1,151,59,57,134,53,0,130,47,1,109,43,0,126,50,53,122,33,0
,170,81,0,153,74,11,178,75,2,126,46,0,151,59,4,134,53,0,130,47,1,109,43,1,127,51,116,122,33,1
,170,81,1,153,74,0,178,75,0,126,46,0,151,59,0,135,53,17,130,47,1,109,43,0,128,52,185,122,33,2
,170,81,0,153,74,0,178,75,1,126,46,0,151,59,0,136,53,35,130,47,0,109,43,0,129,53,192,122,33,1
,170,81,0,153,74,1,178,75,1,126,46,0,151,59,0,137,53,74,131,47,16,109,43,0,130,54,150,122,33,0
,170,81,1,153,74,2,178,75,0,126,46,1,151,59,0,138,54,138,132,47,78,109,43,0,131,54,99,122,33,0
,170,81,9,154,74,21,178,75,1,126,46,2,151,59,0,139,55,143,133,48,139,109,43,0,132,54,35,122,33,2
,170,81,14,155,74,29,178,75,9,126,46,1,151,59,0,140,56,103,134,49,195,109,43,0,132,54,1,122,33,12
,171,81,47,156,74,38,179,75,18,126,46,0,151,59,0,141,56,57,135,50,146,109,43,6,132,54,7,122,33,1
,172,81,65,157,74,88,180,75,34,126,46,0,151,59,1,141,56,6,136,50,89,109,43,1,132,54,5,122,33,0
